x1,x2,label
127.0,319.0,1.0
242.0,1146.0,1.0
240.0,468.0,1.0
337.0,75.0,1.0
382.0,844.0,1.0
99.0,488.0,1.0
496.0,228.0,1.0
462.0,259.0,1.0
215.0,1003.0,1.0
144.0,789.0,1.0
194.0,821.0,1.0
486.0,1002.0,1.0
204.0,564.0,1.0
104.0,279.0,1.0
109.0,284.0,1.0
123.0,184.0,1.0
184.0,1116.0,1.0
374.0,395.0,1.0
244.0,260.0,1.0
131.0,267.0,1.0
418.0,654.0,1.0
480.0,1049.0,1.0
199.0,370.0,1.0
507.0,126.0,1.0
401.0,954.0,1.0
182.0,914.0,1.0
521.0,829.0,1.0
206.0,245.0,1.0
118.0,496.0,1.0
215.0,562.0,1.0
448.0,641.0,1.0
152.0,844.0,1.0
186.0,1119.0,1.0
244.0,845.0,1.0
343.0,325.0,1.0
158.0,156.0,1.0
504.0,129.0,1.0
353.0,361.0,1.0
334.0,471.0,1.0
215.0,568.0,1.0
109.0,788.0,1.0
159.0,857.0,1.0
178.0,792.0,1.0
180.0,288.0,1.0
297.0,370.0,1.0
81.0,229.0,1.0
431.0,1002.0,1.0
144.0,554.0,1.0
460.0,535.0,1.0
390.0,498.0,1.0
491.0,235.0,1.0
399.0,36.0,1.0
499.0,123.0,1.0
296.0,393.0,1.0
100.0,790.0,1.0
258.0,869.0,1.0
451.0,44.0,1.0
94.0,980.0,1.0
166.0,386.0,1.0
156.0,857.0,1.0
226.0,451.0,1.0
346.0,63.0,1.0
221.0,509.0,1.0
182.0,820.0,1.0
109.0,139.0,1.0
168.0,880.0,1.0
145.0,1084.0,1.0
82.0,558.0,1.0
154.0,382.0,1.0
436.0,36.0,1.0
431.0,416.0,1.0
324.0,282.0,1.0
349.0,354.0,1.0
429.0,486.0,1.0
157.0,1095.0,1.0
268.0,506.0,1.0
315.0,128.0,1.0
177.0,792.0,1.0
165.0,172.0,1.0
131.0,301.0,1.0
185.0,562.0,1.0
214.0,1002.0,1.0
202.0,369.0,1.0
262.0,877.0,1.0
128.0,1067.0,1.0
379.0,716.0,1.0
152.0,372.0,1.0
97.0,546.0,1.0
172.0,805.0,1.0
101.0,787.0,1.0
82.0,560.0,1.0
153.0,812.0,1.0
510.0,196.0,1.0
239.0,462.0,1.0
178.0,500.0,1.0
298.0,405.0,1.0
203.0,928.0,1.0
463.0,258.0,1.0
329.0,286.0,1.0
230.0,270.0,1.0
420.0,496.0,1.0
530.0,706.0,1.0
507.0,161.0,1.0
189.0,1011.0,1.0
145.0,550.0,1.0
478.0,70.0,1.0
206.0,822.0,1.0
224.0,1029.0,1.0
335.0,66.0,1.0
534.0,795.0,1.0
383.0,896.0,1.0
135.0,345.0,1.0
104.0,790.0,1.0
93.0,267.0,1.0
311.0,114.0,1.0
234.0,836.0,1.0
79.0,568.0,1.0
154.0,80.0,1.0
306.0,160.0,1.0
486.0,641.0,1.0
239.0,1145.0,1.0
316.0,262.0,1.0
115.0,237.0,1.0
131.0,497.0,1.0
214.0,1032.0,1.0
225.0,499.0,1.0
405.0,943.0,1.0
454.0,1046.0,1.0
539.0,500.0,1.0
122.0,753.0,1.0
203.0,510.0,1.0
466.0,392.0,1.0
202.0,921.0,1.0
490.0,646.0,1.0
328.0,1089.0,1.0
454.0,637.0,1.0
323.0,249.0,1.0
496.0,105.0,1.0
531.0,717.0,1.0
403.0,959.0,1.0
176.0,893.0,1.0
336.0,473.0,1.0
309.0,176.0,1.0
374.0,814.0,1.0
129.0,792.0,1.0
187.0,80.0,1.0
347.0,351.0,1.0
152.0,1095.0,1.0
454.0,533.0,1.0
309.0,143.0,1.0
199.0,310.0,1.0
144.0,673.0,1.0
531.0,524.0,1.0
195.0,453.0,1.0
385.0,694.0,1.0
492.0,91.0,1.0
111.0,173.0,1.0
150.0,107.0,1.0
133.0,550.0,1.0
206.0,360.0,1.0
200.0,566.0,1.0
90.0,81.0,1.0
89.0,279.0,1.0
511.0,194.0,1.0
370.0,784.0,1.0
106.0,1028.0,1.0
91.0,967.0,1.0
146.0,115.0,1.0
173.0,203.0,1.0
168.0,193.0,1.0
332.0,288.0,1.0
97.0,226.0,1.0
103.0,272.0,1.0
160.0,876.0,1.0
132.0,519.0,1.0
177.0,490.0,1.0
500.0,522.0,1.0
123.0,183.0,1.0
466.0,827.0,1.0
353.0,57.0,1.0
152.0,1088.0,1.0
115.0,85.0,1.0
207.0,345.0,1.0
426.0,1017.0,1.0
152.0,138.0,1.0
305.0,181.0,1.0
220.0,507.0,1.0
136.0,815.0,1.0
154.0,860.0,1.0
548.0,523.0,1.0
426.0,649.0,1.0
505.0,136.0,1.0
116.0,267.0,1.0
412.0,36.0,1.0
448.0,535.0,1.0
84.0,574.0,1.0
444.0,786.0,1.0
466.0,403.0,1.0
136.0,793.0,1.0
210.0,799.0,1.0
85.0,228.0,1.0
89.0,79.0,1.0
125.0,750.0,1.0
519.0,1039.0,1.0
179.0,898.0,1.0
495.0,96.0,1.0
459.0,48.0,1.0
373.0,753.0,1.0
433.0,781.0,1.0
368.0,387.0,1.0
484.0,1045.0,1.0
153.0,795.0,1.0
155.0,496.0,1.0
143.0,815.0,1.0
443.0,404.0,1.0
247.0,847.0,1.0
311.0,1138.0,1.0
207.0,826.0,1.0
112.0,240.0,1.0
370.0,791.0,1.0
311.0,208.0,1.0
451.0,537.0,1.0
249.0,481.0,1.0
303.0,330.0,1.0
498.0,223.0,1.0
510.0,654.0,1.0
374.0,391.0,1.0
468.0,410.0,1.0
138.0,811.0,1.0
215.0,930.0,1.0
184.0,810.0,1.0
214.0,802.0,1.0
500.0,518.0,1.0
221.0,930.0,1.0
462.0,1052.0,1.0
248.0,929.0,1.0
148.0,118.0,1.0
259.0,874.0,1.0
94.0,586.0,1.0
308.0,314.0,1.0
167.0,190.0,1.0
378.0,815.0,1.0
345.0,337.0,1.0
266.0,893.0,1.0
175.0,471.0,1.0
354.0,354.0,1.0
128.0,270.0,1.0
417.0,653.0,1.0
510.0,161.0,1.0
377.0,805.0,1.0
94.0,274.0,1.0
520.0,666.0,1.0
403.0,499.0,1.0
114.0,265.0,1.0
312.0,159.0,1.0
133.0,518.0,1.0
428.0,526.0,1.0
220.0,928.0,1.0
148.0,99.0,1.0
520.0,829.0,1.0
394.0,242.0,1.0
494.0,1043.0,1.0
220.0,825.0,1.0
499.0,651.0,1.0
212.0,816.0,1.0
203.0,1008.0,1.0
165.0,1101.0,1.0
468.0,255.0,1.0
148.0,779.0,1.0
304.0,421.0,1.0
173.0,807.0,1.0
97.0,81.0,1.0
159.0,793.0,1.0
369.0,386.0,1.0
129.0,305.0,1.0
156.0,158.0,1.0
438.0,263.0,1.0
312.0,199.0,1.0
471.0,1050.0,1.0
180.0,468.0,1.0
370.0,809.0,1.0
376.0,755.0,1.0
261.0,498.0,1.0
149.0,831.0,1.0
406.0,500.0,1.0
374.0,774.0,1.0
502.0,120.0,1.0
371.0,379.0,1.0
482.0,78.0,1.0
223.0,813.0,1.0
155.0,855.0,1.0
328.0,462.0,1.0
359.0,53.0,1.0
175.0,202.0,1.0
96.0,994.0,1.0
322.0,261.0,1.0
436.0,823.0,1.0
380.0,791.0,1.0
209.0,351.0,1.0
92.0,979.0,1.0
135.0,326.0,1.0
186.0,686.0,1.0
387.0,869.0,1.0
376.0,726.0,1.0
95.0,246.0,1.0
437.0,781.0,1.0
399.0,414.0,1.0
363.0,44.0,1.0
129.0,338.0,1.0
153.0,134.0,1.0
520.0,824.0,1.0
98.0,999.0,1.0
127.0,309.0,1.0
208.0,355.0,1.0
378.0,859.0,1.0
179.0,463.0,1.0
310.0,208.0,1.0
523.0,685.0,1.0
383.0,398.0,1.0
386.0,902.0,1.0
305.0,203.0,1.0
200.0,244.0,1.0
167.0,875.0,1.0
301.0,416.0,1.0
176.0,482.0,1.0
400.0,247.0,1.0
318.0,460.0,1.0
488.0,92.0,1.0
387.0,684.0,1.0
375.0,782.0,1.0
211.0,564.0,1.0
95.0,542.0,1.0
346.0,337.0,1.0
327.0,271.0,1.0
519.0,671.0,1.0
538.0,798.0,1.0
293.0,1148.0,1.0
210.0,444.0,1.0
162.0,888.0,1.0
349.0,342.0,1.0
417.0,982.0,1.0
467.0,1046.0,1.0
193.0,446.0,1.0
455.0,261.0,1.0
535.0,727.0,1.0
382.0,827.0,1.0
409.0,664.0,1.0
234.0,930.0,1.0
94.0,1007.0,1.0
117.0,174.0,1.0
153.0,108.0,1.0
486.0,521.0,1.0
247.0,563.0,1.0
423.0,518.0,1.0
455.0,1021.0,1.0
177.0,681.0,1.0
100.0,78.0,1.0
161.0,81.0,1.0
157.0,823.0,1.0
160.0,852.0,1.0
300.0,1143.0,1.0
150.0,848.0,1.0
468.0,403.0,1.0
158.0,848.0,1.0
100.0,279.0,1.0
176.0,1112.0,1.0
384.0,906.0,1.0
120.0,251.0,1.0
315.0,1136.0,1.0
481.0,1049.0,1.0
536.0,792.0,1.0
169.0,199.0,1.0
441.0,787.0,1.0
95.0,788.0,1.0
165.0,383.0,1.0
400.0,239.0,1.0
450.0,534.0,1.0
112.0,227.0,1.0
405.0,662.0,1.0
427.0,990.0,1.0
311.0,223.0,1.0
206.0,242.0,1.0
223.0,810.0,1.0
486.0,243.0,1.0
307.0,129.0,1.0
92.0,975.0,1.0
88.0,237.0,1.0
295.0,370.0,1.0
312.0,155.0,1.0
170.0,896.0,1.0
393.0,34.0,1.0
139.0,111.0,1.0
395.0,40.0,1.0
374.0,39.0,1.0
288.0,1144.0,1.0
137.0,339.0,1.0
133.0,82.0,1.0
313.0,250.0,1.0
203.0,328.0,1.0
319.0,238.0,1.0
512.0,836.0,1.0
417.0,658.0,1.0
504.0,130.0,1.0
346.0,57.0,1.0
328.0,282.0,1.0
240.0,463.0,1.0
186.0,798.0,1.0
185.0,909.0,1.0
378.0,748.0,1.0
118.0,249.0,1.0
142.0,789.0,1.0
185.0,82.0,1.0
479.0,986.0,1.0
504.0,658.0,1.0
201.0,310.0,1.0
398.0,239.0,1.0
417.0,255.0,1.0
408.0,501.0,1.0
169.0,815.0,1.0
358.0,50.0,1.0
537.0,766.0,1.0
243.0,1144.0,1.0
427.0,258.0,1.0
383.0,692.0,1.0
303.0,158.0,1.0
130.0,324.0,1.0
333.0,472.0,1.0
174.0,898.0,1.0
535.0,757.0,1.0
134.0,325.0,1.0
127.0,546.0,1.0
149.0,273.0,1.0
127.0,757.0,1.0
502.0,222.0,1.0
412.0,978.0,1.0
98.0,223.0,1.0
485.0,79.0,1.0
130.0,346.0,1.0
539.0,530.0,1.0
83.0,561.0,1.0
535.0,798.0,1.0
497.0,647.0,1.0
223.0,1138.0,1.0
419.0,257.0,1.0
172.0,193.0,1.0
410.0,491.0,1.0
141.0,810.0,1.0
125.0,1058.0,1.0
485.0,839.0,1.0
132.0,277.0,1.0
107.0,257.0,1.0
123.0,790.0,1.0
115.0,703.0,1.0
103.0,282.0,1.0
434.0,1002.0,1.0
468.0,635.0,1.0
185.0,798.0,1.0
419.0,32.0,1.0
114.0,705.0,1.0
257.0,874.0,1.0
411.0,658.0,1.0
306.0,410.0,1.0
156.0,557.0,1.0
316.0,263.0,1.0
378.0,705.0,1.0
416.0,505.0,1.0
266.0,502.0,1.0
166.0,180.0,1.0
446.0,534.0,1.0
353.0,484.0,1.0
539.0,773.0,1.0
319.0,260.0,1.0
120.0,1053.0,1.0
445.0,1022.0,1.0
309.0,1137.0,1.0
119.0,241.0,1.0
416.0,255.0,1.0
104.0,1031.0,1.0
124.0,290.0,1.0
420.0,33.0,1.0
321.0,256.0,1.0
302.0,364.0,1.0
529.0,522.0,1.0
83.0,177.0,1.0
377.0,847.0,1.0
226.0,452.0,1.0
147.0,1088.0,1.0
421.0,651.0,1.0
214.0,815.0,1.0
439.0,785.0,1.0
306.0,439.0,1.0
357.0,48.0,1.0
389.0,497.0,1.0
434.0,415.0,1.0
496.0,535.0,1.0
539.0,756.0,1.0
437.0,647.0,1.0
502.0,139.0,1.0
317.0,230.0,1.0
257.0,875.0,1.0
471.0,637.0,1.0
166.0,1109.0,1.0
479.0,984.0,1.0
474.0,535.0,1.0
377.0,810.0,1.0
421.0,986.0,1.0
87.0,254.0,1.0
344.0,60.0,1.0
428.0,1023.0,1.0
170.0,801.0,1.0
539.0,527.0,1.0
196.0,561.0,1.0
206.0,927.0,1.0
449.0,259.0,1.0
120.0,289.0,1.0
307.0,145.0,1.0
433.0,831.0,1.0
205.0,318.0,1.0
149.0,102.0,1.0
118.0,741.0,1.0
394.0,910.0,1.0
250.0,482.0,1.0
119.0,237.0,1.0
78.0,560.0,1.0
416.0,477.0,1.0
127.0,550.0,1.0
522.0,676.0,1.0
314.0,456.0,1.0
455.0,50.0,1.0
82.0,253.0,1.0
135.0,279.0,1.0
306.0,202.0,1.0
541.0,746.0,1.0
437.0,820.0,1.0
415.0,482.0,1.0
339.0,473.0,1.0
176.0,557.0,1.0
430.0,258.0,1.0
171.0,190.0,1.0
162.0,1106.0,1.0
380.0,758.0,1.0
109.0,269.0,1.0
519.0,675.0,1.0
414.0,35.0,1.0
301.0,422.0,1.0
416.0,31.0,1.0
416.0,507.0,1.0
294.0,1144.0,1.0
174.0,1109.0,1.0
483.0,995.0,1.0
478.0,636.0,1.0
387.0,404.0,1.0
424.0,1000.0,1.0
533.0,731.0,1.0
179.0,211.0,1.0
198.0,1011.0,1.0
315.0,448.0,1.0
422.0,992.0,1.0
308.0,205.0,1.0
198.0,1125.0,1.0
258.0,490.0,1.0
392.0,38.0,1.0
113.0,170.0,1.0
389.0,696.0,1.0
326.0,1091.0,1.0
135.0,555.0,1.0
444.0,816.0,1.0
98.0,251.0,1.0
308.0,164.0,1.0
394.0,39.0,1.0
141.0,817.0,1.0
176.0,1117.0,1.0
314.0,1136.0,1.0
158.0,851.0,1.0
198.0,1126.0,1.0
165.0,676.0,1.0
332.0,468.0,1.0
262.0,497.0,1.0
192.0,230.0,1.0
461.0,1050.0,1.0
414.0,34.0,1.0
305.0,329.0,1.0
464.0,397.0,1.0
86.0,231.0,1.0
103.0,221.0,1.0
397.0,947.0,1.0
331.0,310.0,1.0
221.0,813.0,1.0
469.0,55.0,1.0
163.0,863.0,1.0
172.0,1110.0,1.0
495.0,514.0,1.0
431.0,477.0,1.0
124.0,295.0,1.0
433.0,1020.0,1.0
188.0,796.0,1.0
132.0,790.0,1.0
420.0,1054.0,1.0
188.0,689.0,1.0
127.0,788.0,1.0
225.0,813.0,1.0
113.0,198.0,1.0
494.0,640.0,1.0
100.0,250.0,1.0
98.0,161.0,1.0
316.0,117.0,1.0
137.0,269.0,1.0
381.0,888.0,1.0
513.0,837.0,1.0
302.0,366.0,1.0
524.0,491.0,1.0
326.0,1118.0,1.0
374.0,45.0,1.0
382.0,726.0,1.0
219.0,261.0,1.0
379.0,842.0,1.0
304.0,407.0,1.0
386.0,39.0,1.0
523.0,826.0,1.0
470.0,58.0,1.0
208.0,562.0,1.0
155.0,149.0,1.0
217.0,826.0,1.0
160.0,859.0,1.0
101.0,933.0,1.0
151.0,849.0,1.0
509.0,204.0,1.0
179.0,501.0,1.0
432.0,830.0,1.0
304.0,185.0,1.0
320.0,88.0,1.0
137.0,525.0,1.0
183.0,904.0,1.0
368.0,490.0,1.0
450.0,1053.0,1.0
341.0,335.0,1.0
142.0,357.0,1.0
401.0,951.0,1.0
438.0,835.0,1.0
217.0,825.0,1.0
160.0,174.0,1.0
196.0,450.0,1.0
157.0,870.0,1.0
480.0,984.0,1.0
77.0,77.0,1.0
202.0,1007.0,1.0
373.0,801.0,1.0
311.0,197.0,1.0
529.0,821.0,1.0
98.0,927.0,1.0
197.0,447.0,1.0
373.0,747.0,1.0
531.0,797.0,1.0
439.0,265.0,1.0
96.0,273.0,1.0
100.0,179.0,1.0
182.0,478.0,1.0
313.0,436.0,1.0
481.0,241.0,1.0
134.0,350.0,1.0
402.0,660.0,1.0
174.0,905.0,1.0
448.0,1023.0,1.0
482.0,995.0,1.0
307.0,321.0,1.0
113.0,547.0,1.0
224.0,1037.0,1.0
436.0,38.0,1.0
329.0,303.0,1.0
347.0,56.0,1.0
437.0,646.0,1.0
152.0,99.0,1.0
434.0,787.0,1.0
540.0,739.0,1.0
379.0,732.0,1.0
362.0,360.0,1.0
132.0,327.0,1.0
135.0,677.0,1.0
277.0,1150.0,1.0
187.0,288.0,1.0
209.0,816.0,1.0
101.0,936.0,1.0
107.0,221.0,1.0
414.0,978.0,1.0
182.0,501.0,1.0
193.0,447.0,1.0
141.0,775.0,1.0
220.0,1028.0,1.0
380.0,819.0,1.0
297.0,349.0,1.0
158.0,272.0,1.0
369.0,385.0,1.0
136.0,268.0,1.0
189.0,559.0,1.0
429.0,258.0,1.0
428.0,414.0,1.0
155.0,160.0,1.0
398.0,676.0,1.0
515.0,663.0,1.0
273.0,526.0,1.0
170.0,189.0,1.0
317.0,108.0,1.0
102.0,1019.0,1.0
326.0,466.0,1.0
95.0,1003.0,1.0
341.0,318.0,1.0
409.0,493.0,1.0
166.0,875.0,1.0
111.0,79.0,1.0
161.0,672.0,1.0
96.0,160.0,1.0
184.0,467.0,1.0
428.0,488.0,1.0
378.0,818.0,1.0
204.0,1132.0,1.0
376.0,786.0,1.0
124.0,266.0,1.0
126.0,301.0,1.0
148.0,134.0,1.0
134.0,788.0,1.0
375.0,749.0,1.0
174.0,201.0,1.0
390.0,673.0,1.0
123.0,298.0,1.0
153.0,102.0,1.0
206.0,346.0,1.0
183.0,499.0,1.0
425.0,479.0,1.0
414.0,489.0,1.0
524.0,1040.0,1.0
269.0,520.0,1.0
462.0,256.0,1.0
216.0,1033.0,1.0
313.0,150.0,1.0
398.0,924.0,1.0
132.0,762.0,1.0
205.0,82.0,1.0
196.0,797.0,1.0
454.0,47.0,1.0
477.0,639.0,1.0
152.0,823.0,1.0
234.0,1137.0,1.0
133.0,548.0,1.0
320.0,251.0,1.0
163.0,861.0,1.0
531.0,805.0,1.0
306.0,329.0,1.0
189.0,80.0,1.0
327.0,467.0,1.0
507.0,835.0,1.0
84.0,256.0,1.0
385.0,714.0,1.0
152.0,129.0,1.0
94.0,947.0,1.0
331.0,1102.0,1.0
517.0,1044.0,1.0
387.0,883.0,1.0
254.0,482.0,1.0
148.0,1093.0,1.0
401.0,411.0,1.0
238.0,1143.0,1.0
173.0,201.0,1.0
181.0,84.0,1.0
157.0,1099.0,1.0
506.0,518.0,1.0
376.0,748.0,1.0
135.0,766.0,1.0
374.0,827.0,1.0
214.0,495.0,1.0
114.0,280.0,1.0
309.0,153.0,1.0
424.0,415.0,1.0
528.0,813.0,1.0
298.0,369.0,1.0
156.0,782.0,1.0
504.0,1045.0,1.0
135.0,538.0,1.0
136.0,1075.0,1.0
351.0,340.0,1.0
535.0,767.0,1.0
132.0,302.0,1.0
249.0,561.0,1.0
316.0,450.0,1.0
100.0,166.0,1.0
107.0,544.0,1.0
304.0,174.0,1.0
173.0,805.0,1.0
465.0,829.0,1.0
420.0,516.0,1.0
461.0,533.0,1.0
109.0,548.0,1.0
533.0,790.0,1.0
126.0,320.0,1.0
122.0,122.0,1.0
116.0,199.0,1.0
383.0,736.0,1.0
161.0,678.0,1.0
398.0,932.0,1.0
320.0,244.0,1.0
374.0,823.0,1.0
309.0,115.0,1.0
124.0,1065.0,1.0
410.0,653.0,1.0
316.0,104.0,1.0
507.0,179.0,1.0
299.0,395.0,1.0
149.0,137.0,1.0
199.0,820.0,1.0
227.0,1030.0,1.0
324.0,464.0,1.0
380.0,843.0,1.0
313.0,196.0,1.0
139.0,82.0,1.0
157.0,551.0,1.0
132.0,1076.0,1.0
164.0,796.0,1.0
104.0,223.0,1.0
169.0,673.0,1.0
345.0,58.0,1.0
205.0,348.0,1.0
432.0,823.0,1.0
496.0,232.0,1.0
334.0,474.0,1.0
87.0,279.0,1.0
153.0,550.0,1.0
534.0,709.0,1.0
431.0,478.0,1.0
257.0,876.0,1.0
117.0,546.0,1.0
416.0,501.0,1.0
483.0,241.0,1.0
318.0,227.0,1.0
498.0,102.0,1.0
150.0,137.0,1.0
505.0,838.0,1.0
350.0,62.0,1.0
435.0,1000.0,1.0
351.0,358.0,1.0
304.0,191.0,1.0
111.0,256.0,1.0
531.0,711.0,1.0
95.0,491.0,1.0
142.0,105.0,1.0
111.0,285.0,1.0
196.0,794.0,1.0
391.0,41.0,1.0
314.0,441.0,1.0
178.0,1116.0,1.0
318.0,268.0,1.0
163.0,793.0,1.0
377.0,842.0,1.0
493.0,227.0,1.0
305.0,432.0,1.0
332.0,291.0,1.0
156.0,789.0,1.0
100.0,936.0,1.0
97.0,1002.0,1.0
377.0,834.0,1.0
119.0,274.0,1.0
119.0,194.0,1.0
369.0,389.0,1.0
409.0,250.0,1.0
261.0,919.0,1.0
424.0,478.0,1.0
144.0,778.0,1.0
117.0,242.0,1.0
305.0,314.0,1.0
308.0,230.0,1.0
110.0,276.0,1.0
80.0,216.0,1.0
111.0,543.0,1.0
540.0,774.0,1.0
209.0,1133.0,1.0
130.0,276.0,1.0
517.0,668.0,1.0
415.0,488.0,1.0
204.0,1130.0,1.0
501.0,537.0,1.0
179.0,474.0,1.0
269.0,537.0,1.0
446.0,817.0,1.0
302.0,410.0,1.0
161.0,870.0,1.0
324.0,1095.0,1.0
311.0,178.0,1.0
401.0,36.0,1.0
128.0,293.0,1.0
432.0,414.0,1.0
194.0,376.0,1.0
95.0,783.0,1.0
380.0,37.0,1.0
428.0,486.0,1.0
299.0,379.0,1.0
510.0,153.0,1.0
116.0,231.0,1.0
117.0,279.0,1.0
124.0,187.0,1.0
313.0,434.0,1.0
389.0,883.0,1.0
149.0,111.0,1.0
155.0,820.0,1.0
190.0,459.0,1.0
158.0,827.0,1.0
380.0,854.0,1.0
153.0,792.0,1.0
166.0,557.0,1.0
316.0,230.0,1.0
418.0,983.0,1.0
134.0,535.0,1.0
185.0,450.0,1.0
384.0,498.0,1.0
481.0,533.0,1.0
384.0,866.0,1.0
256.0,922.0,1.0
311.0,312.0,1.0
134.0,343.0,1.0
340.0,63.0,1.0
370.0,768.0,1.0
83.0,563.0,1.0
190.0,452.0,1.0
342.0,331.0,1.0
325.0,89.0,1.0
229.0,455.0,1.0
379.0,396.0,1.0
536.0,790.0,1.0
242.0,1028.0,1.0
195.0,371.0,1.0
181.0,290.0,1.0
169.0,1107.0,1.0
177.0,805.0,1.0
210.0,926.0,1.0
408.0,253.0,1.0
373.0,380.0,1.0
411.0,417.0,1.0
311.0,446.0,1.0
118.0,174.0,1.0
312.0,165.0,1.0
504.0,128.0,1.0
437.0,1050.0,1.0
422.0,476.0,1.0
110.0,281.0,1.0
317.0,229.0,1.0
404.0,965.0,1.0
509.0,529.0,1.0
165.0,181.0,1.0
461.0,259.0,1.0
374.0,41.0,1.0
431.0,263.0,1.0
315.0,121.0,1.0
98.0,277.0,1.0
468.0,253.0,1.0
265.0,902.0,1.0
505.0,1045.0,1.0
111.0,721.0,1.0
200.0,1009.0,1.0
175.0,893.0,1.0
78.0,562.0,1.0
123.0,1064.0,1.0
439.0,644.0,1.0
175.0,686.0,1.0
140.0,592.0,1.0
533.0,694.0,1.0
196.0,307.0,1.0
244.0,929.0,1.0
318.0,259.0,1.0
152.0,789.0,1.0
418.0,36.0,1.0
411.0,488.0,1.0
169.0,186.0,1.0
144.0,268.0,1.0
175.0,467.0,1.0
173.0,480.0,1.0
117.0,548.0,1.0
421.0,988.0,1.0
127.0,495.0,1.0
297.0,387.0,1.0
212.0,1131.0,1.0
504.0,651.0,1.0
199.0,88.0,1.0
181.0,684.0,1.0
262.0,894.0,1.0
163.0,865.0,1.0
86.0,584.0,1.0
140.0,494.0,1.0
535.0,762.0,1.0
298.0,361.0,1.0
166.0,1103.0,1.0
94.0,544.0,1.0
151.0,799.0,1.0
327.0,1095.0,1.0
142.0,104.0,1.0
505.0,522.0,1.0
78.0,209.0,1.0
218.0,829.0,1.0
165.0,555.0,1.0
92.0,970.0,1.0
302.0,399.0,1.0
335.0,324.0,1.0
126.0,284.0,1.0
310.0,240.0,1.0
411.0,972.0,1.0
529.0,693.0,1.0
159.0,825.0,1.0
178.0,466.0,1.0
155.0,816.0,1.0
154.0,158.0,1.0
389.0,915.0,1.0
509.0,182.0,1.0
101.0,490.0,1.0
166.0,189.0,1.0
384.0,725.0,1.0
194.0,452.0,1.0
201.0,1006.0,1.0
152.0,376.0,1.0
302.0,357.0,1.0
121.0,808.0,1.0
203.0,310.0,1.0
409.0,968.0,1.0
322.0,1119.0,1.0
528.0,807.0,1.0
538.0,735.0,1.0
227.0,832.0,1.0
132.0,343.0,1.0
499.0,511.0,1.0
113.0,226.0,1.0
161.0,795.0,1.0
225.0,1138.0,1.0
499.0,105.0,1.0
189.0,381.0,1.0
362.0,53.0,1.0
192.0,83.0,1.0
443.0,639.0,1.0
308.0,163.0,1.0
402.0,416.0,1.0
371.0,773.0,1.0
479.0,991.0,1.0
478.0,639.0,1.0
182.0,218.0,1.0
452.0,43.0,1.0
493.0,98.0,1.0
154.0,828.0,1.0
512.0,830.0,1.0
107.0,788.0,1.0
153.0,817.0,1.0
482.0,73.0,1.0
442.0,1049.0,1.0
185.0,226.0,1.0
97.0,78.0,1.0
114.0,268.0,1.0
210.0,447.0,1.0
385.0,893.0,1.0
306.0,187.0,1.0
131.0,287.0,1.0
200.0,86.0,1.0
127.0,685.0,1.0
98.0,224.0,1.0
482.0,837.0,1.0
420.0,993.0,1.0
199.0,234.0,1.0
426.0,260.0,1.0
506.0,525.0,1.0
310.0,162.0,1.0
81.0,224.0,1.0
150.0,822.0,1.0
176.0,198.0,1.0
227.0,808.0,1.0
216.0,803.0,1.0
202.0,562.0,1.0
453.0,643.0,1.0
427.0,416.0,1.0
379.0,824.0,1.0
486.0,988.0,1.0
525.0,690.0,1.0
113.0,792.0,1.0
376.0,761.0,1.0
100.0,152.0,1.0
540.0,779.0,1.0
336.0,479.0,1.0
536.0,787.0,1.0
119.0,234.0,1.0
336.0,305.0,1.0
457.0,641.0,1.0
146.0,821.0,1.0
328.0,268.0,1.0
326.0,261.0,1.0
188.0,822.0,1.0
487.0,996.0,1.0
321.0,1126.0,1.0
78.0,73.0,1.0
333.0,316.0,1.0
499.0,1043.0,1.0
242.0,264.0,1.0
352.0,60.0,1.0
80.0,553.0,1.0
539.0,497.0,1.0
163.0,882.0,1.0
81.0,250.0,1.0
257.0,491.0,1.0
110.0,286.0,1.0
311.0,447.0,1.0
314.0,127.0,1.0
141.0,819.0,1.0
91.0,272.0,1.0
149.0,840.0,1.0
246.0,477.0,1.0
500.0,845.0,1.0
122.0,125.0,1.0
309.0,213.0,1.0
474.0,65.0,1.0
96.0,956.0,1.0
415.0,984.0,1.0
436.0,779.0,1.0
165.0,797.0,1.0
222.0,567.0,1.0
225.0,828.0,1.0
508.0,167.0,1.0
96.0,982.0,1.0
134.0,332.0,1.0
327.0,285.0,1.0
419.0,994.0,1.0
121.0,695.0,1.0
309.0,437.0,1.0
215.0,79.0,1.0
382.0,698.0,1.0
187.0,219.0,1.0
385.0,229.0,1.0
173.0,816.0,1.0
169.0,80.0,1.0
314.0,1131.0,1.0
488.0,236.0,1.0
197.0,822.0,1.0
469.0,639.0,1.0
197.0,231.0,1.0
177.0,466.0,1.0
98.0,162.0,1.0
145.0,368.0,1.0
96.0,1004.0,1.0
176.0,383.0,1.0
101.0,222.0,1.0
171.0,81.0,1.0
119.0,184.0,1.0
493.0,233.0,1.0
202.0,364.0,1.0
127.0,299.0,1.0
155.0,141.0,1.0
177.0,280.0,1.0
266.0,506.0,1.0
146.0,554.0,1.0
466.0,826.0,1.0
221.0,829.0,1.0
143.0,676.0,1.0
327.0,1099.0,1.0
469.0,253.0,1.0
124.0,682.0,1.0
192.0,235.0,1.0
392.0,891.0,1.0
